title,project_title,take_no,label,suno_id,audio_path,cover_path,image_url,status,style_score,lyric_score
Mưa Đêm Sài Gòn #1,Mưa Đêm Sài Gòn,1,#1,1377d60f-ae60-400d-ad3f-4e80cec574f6,/root/.openclaw/workspace/suno-automato-cli/suno-library/Bolero/2026-06-30_Mua-Dem-Sai-Gon/audio/Mua-Dem-Sai-Gon__01.mp3,/root/.openclaw/workspace/suno-automato-cli/suno-library/Bolero/2026-06-30_Mua-Dem-Sai-Gon/cover/Mua-Dem-Sai-Gon__01.jpeg,https://cdn2.suno.ai/image_1377d60f-ae60-400d-ad3f-4e80cec574f6.jpeg,draft,8.3,8.0
Mưa Đêm Sài Gòn #2,Mưa Đêm Sài Gòn,2,#2,610b0d9d-a9f1-48e7-acb2-50b447e1f55f,/root/.openclaw/workspace/suno-automato-cli/suno-library/Bolero/2026-06-30_Mua-Dem-Sai-Gon/audio/Mua-Dem-Sai-Gon__02.mp3,/root/.openclaw/workspace/suno-automato-cli/suno-library/Bolero/2026-06-30_Mua-Dem-Sai-Gon/cover/Mua-Dem-Sai-Gon__02.jpeg,https://cdn2.suno.ai/image_610b0d9d-a9f1-48e7-acb2-50b447e1f55f.jpeg,draft,8.3,8.0
