title,project_title,take_no,label,suno_id,audio_path,cover_path,image_url,status,style_score,lyric_score
Bóng Cũ Gương Mới #1,Bóng Cũ Gương Mới,1,#1,527c1185-c802-4276-87ce-85c31beb699f,/root/.openclaw/workspace/suno-automato-cli/suno-library/Remix-Cover/2026-06-30_Bong-Cu-Guong-Moi/audio/Bong-Cu-Guong-Moi__01.mp3,/root/.openclaw/workspace/suno-automato-cli/suno-library/Remix-Cover/2026-06-30_Bong-Cu-Guong-Moi/cover/Bong-Cu-Guong-Moi__01.jpeg,https://cdn2.suno.ai/image_527c1185-c802-4276-87ce-85c31beb699f.jpeg,draft,9.2,8.0
Bóng Cũ Gương Mới #2,Bóng Cũ Gương Mới,2,#2,9cbf731a-44e8-4647-addc-8a26964d454a,/root/.openclaw/workspace/suno-automato-cli/suno-library/Remix-Cover/2026-06-30_Bong-Cu-Guong-Moi/audio/Bong-Cu-Guong-Moi__02.mp3,/root/.openclaw/workspace/suno-automato-cli/suno-library/Remix-Cover/2026-06-30_Bong-Cu-Guong-Moi/cover/Bong-Cu-Guong-Moi__02.jpeg,https://cdn2.suno.ai/image_9cbf731a-44e8-4647-addc-8a26964d454a.jpeg,draft,9.2,8.0
